signal,signal_label,spec,entry_z,horizon_bars,mean_bps,mean_session_bps,t_clustered,hit_rate,n_events
1,z1_session_anchored,S3,2.5,5,0.371,1.046,3.01,0.516,2446.0
1,z1_session_anchored,S3,2.5,15,0.118,2.01,3.32,0.506,2344.0
1,z1_session_anchored,S3,2.5,30,-0.356,1.844,2.26,0.512,2232.0
1,z1_session_anchored,S3,2.5,60,0.307,2.631,2.32,0.511,2068.0
1,z1_session_anchored,S3,2.5,120,2.431,4.66,3.35,0.531,1760.0
1,z1_session_anchored,S3,3.0,5,0.247,1.94,2.77,0.497,690.0
1,z1_session_anchored,S3,3.0,15,0.752,3.697,3.25,0.513,659.0
1,z1_session_anchored,S3,3.0,30,-0.916,2.866,1.81,0.504,617.0
1,z1_session_anchored,S3,3.0,60,0.148,5.183,2.31,0.539,557.0
1,z1_session_anchored,S3,3.0,120,4.516,6.183,2.01,0.543,431.0
2,z2_open_excluded,S1,1.5,5,0.069,0.121,0.95,0.498,11795.0
2,z2_open_excluded,S1,1.5,15,0.076,0.384,1.67,0.497,11405.0
2,z2_open_excluded,S1,1.5,30,0.003,0.74,2.05,0.498,10967.0
2,z2_open_excluded,S1,1.5,60,0.382,1.729,3.48,0.506,10215.0
2,z2_open_excluded,S1,1.5,120,0.58,2.884,4.15,0.503,8806.0
2,z2_open_excluded,S1,2.0,5,0.205,0.608,3.75,0.501,7578.0
2,z2_open_excluded,S1,2.0,15,-0.093,1.108,3.56,0.494,7373.0
2,z2_open_excluded,S1,2.0,30,-0.078,2.159,4.82,0.498,7182.0
2,z2_open_excluded,S1,2.0,60,0.046,3.463,5.42,0.497,6888.0
2,z2_open_excluded,S1,2.0,120,0.359,4.668,5.87,0.501,6353.0
2,z2_open_excluded,S1,2.5,5,0.026,0.974,3.55,0.49,4223.0
2,z2_open_excluded,S1,2.5,15,0.666,2.973,6.2,0.514,4144.0
2,z2_open_excluded,S1,2.5,30,0.612,4.093,6.64,0.514,4084.0
2,z2_open_excluded,S1,2.5,60,1.178,5.28,6.6,0.524,3990.0
2,z2_open_excluded,S1,2.5,120,1.154,6.355,6.54,0.513,3814.0
2,z2_open_excluded,S1,3.0,5,0.52,2.104,4.85,0.496,2199.0
2,z2_open_excluded,S1,3.0,15,0.798,4.293,6.12,0.524,2170.0
2,z2_open_excluded,S1,3.0,30,1.189,5.306,6.23,0.534,2154.0
2,z2_open_excluded,S1,3.0,60,1.421,6.107,5.67,0.513,2128.0
2,z2_open_excluded,S1,3.0,120,2.449,6.767,5.14,0.507,2061.0
2,z2_open_excluded,S2,1.5,5,0.09,0.077,0.88,0.501,12532.0
2,z2_open_excluded,S2,1.5,15,0.055,0.152,0.92,0.502,11986.0
2,z2_open_excluded,S2,1.5,30,-0.002,0.425,1.74,0.5,11384.0
2,z2_open_excluded,S2,1.5,60,-0.131,0.746,2.01,0.498,10392.0
2,z2_open_excluded,S2,1.5,120,-0.191,1.377,2.71,0.495,8644.0
2,z2_open_excluded,S2,2.0,5,0.03,0.134,1.1,0.503,7488.0
2,z2_open_excluded,S2,2.0,15,-0.0,0.434,1.85,0.501,7177.0
2,z2_open_excluded,S2,2.0,30,0.109,1.454,4.73,0.506,6839.0
2,z2_open_excluded,S2,2.0,60,-0.507,1.685,3.84,0.488,6355.0
2,z2_open_excluded,S2,2.0,120,-0.028,3.026,5.09,0.496,5533.0
2,z2_open_excluded,S2,2.5,5,0.061,0.491,2.43,0.503,3962.0
2,z2_open_excluded,S2,2.5,15,-0.228,1.024,3.32,0.487,3803.0
2,z2_open_excluded,S2,2.5,30,-0.514,1.304,3.08,0.493,3673.0
2,z2_open_excluded,S2,2.5,60,-1.208,1.573,2.74,0.487,3482.0
2,z2_open_excluded,S2,2.5,120,-1.43,2.209,2.75,0.465,3145.0
2,z2_open_excluded,S2,3.0,5,0.401,1.533,3.89,0.519,1831.0
2,z2_open_excluded,S2,3.0,15,-0.045,2.232,4.35,0.492,1751.0
2,z2_open_excluded,S2,3.0,30,-0.601,2.4,3.58,0.496,1702.0
2,z2_open_excluded,S2,3.0,60,-1.628,1.533,1.7,0.468,1634.0
2,z2_open_excluded,S2,3.0,120,-0.291,3.072,2.81,0.498,1513.0
2,z2_open_excluded,S3,1.5,5,0.18,0.326,2.21,0.498,11648.0
2,z2_open_excluded,S3,1.5,15,0.364,0.827,3.06,0.503,11276.0
2,z2_open_excluded,S3,1.5,30,0.528,1.423,3.45,0.508,10870.0
2,z2_open_excluded,S3,1.5,60,0.725,2.429,4.13,0.503,10186.0
2,z2_open_excluded,S3,1.5,120,0.924,3.935,4.61,0.496,8834.0
2,z2_open_excluded,S3,2.0,5,0.202,0.667,3.45,0.504,7451.0
2,z2_open_excluded,S3,2.0,15,0.353,1.737,4.57,0.515,7259.0
2,z2_open_excluded,S3,2.0,30,0.669,2.939,5.46,0.515,7093.0
2,z2_open_excluded,S3,2.0,60,0.776,4.678,6.28,0.508,6812.0
2,z2_open_excluded,S3,2.0,120,0.83,6.084,6.41,0.497,6272.0
2,z2_open_excluded,S3,2.5,5,0.043,1.128,4.0,0.491,4110.0
2,z2_open_excluded,S3,2.5,15,0.383,3.293,6.1,0.504,4035.0
2,z2_open_excluded,S3,2.5,30,0.75,5.416,7.26,0.508,3971.0
2,z2_open_excluded,S3,2.5,60,1.53,7.029,7.2,0.518,3876.0
2,z2_open_excluded,S3,2.5,120,1.804,8.355,7.05,0.512,3672.0
2,z2_open_excluded,S3,3.0,5,0.847,2.573,5.19,0.512,2053.0
2,z2_open_excluded,S3,3.0,15,1.46,5.422,6.95,0.517,2029.0
2,z2_open_excluded,S3,3.0,30,1.618,6.353,6.33,0.519,2009.0
2,z2_open_excluded,S3,3.0,60,2.549,7.385,5.67,0.519,1982.0
2,z2_open_excluded,S3,3.0,120,3.231,8.306,5.34,0.501,1906.0
O,zO_open_only_EXPLORATORY,S1,1.5,5,0.16,-0.953,-2.16,0.504,2602.0
O,zO_open_only_EXPLORATORY,S1,1.5,15,0.221,-1.294,-1.86,0.508,2602.0
O,zO_open_only_EXPLORATORY,S1,1.5,30,0.126,-1.385,-1.58,0.498,2602.0
O,zO_open_only_EXPLORATORY,S1,1.5,60,-0.318,-1.92,-1.77,0.497,2602.0
O,zO_open_only_EXPLORATORY,S1,1.5,120,-1.863,-2.503,-1.98,0.485,2602.0
O,zO_open_only_EXPLORATORY,S1,2.0,5,0.086,-0.513,-1.09,0.49,2289.0
O,zO_open_only_EXPLORATORY,S1,2.0,15,0.036,-1.014,-1.4,0.498,2289.0
O,zO_open_only_EXPLORATORY,S1,2.0,30,0.348,-0.312,-0.33,0.498,2289.0
O,zO_open_only_EXPLORATORY,S1,2.0,60,-0.206,-0.681,-0.58,0.492,2289.0
O,zO_open_only_EXPLORATORY,S1,2.0,120,-0.169,-0.974,-0.72,0.496,2289.0
O,zO_open_only_EXPLORATORY,S1,2.5,5,0.594,0.094,0.14,0.508,1940.0
O,zO_open_only_EXPLORATORY,S1,2.5,15,-0.056,-0.381,-0.43,0.498,1940.0
O,zO_open_only_EXPLORATORY,S1,2.5,30,0.815,1.144,1.06,0.508,1940.0
O,zO_open_only_EXPLORATORY,S1,2.5,60,0.187,0.855,0.66,0.503,1940.0
O,zO_open_only_EXPLORATORY,S1,2.5,120,0.41,0.361,0.24,0.497,1940.0
O,zO_open_only_EXPLORATORY,S1,3.0,5,0.712,0.984,1.4,0.511,1618.0
O,zO_open_only_EXPLORATORY,S1,3.0,15,0.713,1.512,1.56,0.512,1618.0
O,zO_open_only_EXPLORATORY,S1,3.0,30,2.578,3.601,3.0,0.52,1618.0
O,zO_open_only_EXPLORATORY,S1,3.0,60,1.989,2.518,1.77,0.522,1618.0
O,zO_open_only_EXPLORATORY,S1,3.0,120,2.274,2.416,1.44,0.525,1618.0
